time,G(i),H_sun,T2m,WS10m,Int
20060922:1311,785.82,32.3,25.42,3.52,0
20060922:1411,624.78,26.22,25.6,3.59,0
20060922:1511,425.62,18.64,25.26,3.24,0
20060922:1611,203.28,10.14,24.22,3.1,0
20060922:1711,0,0,22.59,3.03,0
20060922:1811,0,0,21.21,3.03,0
20060922:1911,0,0,20.82,3.31,0
20060922:2011,0,0,20.04,3.17,0
20060922:2111,0,0,19.38,3.03,0
20060922:2211,0,0,18.64,2.76,0
20060922:2311,0,0,18.02,2.62,0
20060923:0011,0,0,17.37,2.48,0
20060923:0111,0,0,16.74,2.34,0
20060923:0211,0,0,16.05,2.14,0
20060923:0311,0,0,15.28,2.07,0
20060923:0411,0,0,14.52,1.93,0
20060923:0511,0,0,13.88,2,0
20060923:0611,90.67,8.18,13.88,2,0
20060923:0711,291.83,16.78,15.56,1.72,0
20060923:0811,528.92,24.56,17.59,2,0
20060923:0911,680.17,30.94,19.58,2.28,0
20060923:1011,879.55,35.29,21.35,2.41,0
20060923:1111,828.72,37.01,22.84,2.69,0
20060923:1211,848.37,35.81,23.91,2.9,0
20060923:1311,767.21,31.9,24.57,3.03,0
20060923:1411,636.51,25.83,24.82,2.97,0
20060923:1511,450.36,18.26,24.65,2.9,0
20060923:1611,208.86,9.77,23.8,2.69,0
20060923:1711,0,0,22.27,2.83,0
20060923:1811,0,0,21.01,2.97,0
20060923:1911,0,0,20.23,3.24,0
20060923:2011,0,0,19.56,3.31,0
20060923:2111,0,0,18.88,3.31,0
20060923:2211,0,0,18.23,3.17,0
20060923:2311,0,0,17.6,3.17,0
20060924:0011,0,0,17.09,3.1,0
20060924:0111,0,0,16.57,2.97,0
20060924:0211,0,0,15.97,2.76,0
20060924:0311,0,0,15.4,2.69,0
20060924:0411,0,0,14.82,2.62,0
20060924:0511,0,0,14.28,2.55,0
20060924:0611,71.79,7.92,14.04,2.55,0
20060924:0711,242.9,16.51,15.01,2.28,0
20060924:0811,504.33,24.26,16.81,2.55,0
20060924:0911,706.71,30.62,18.64,2.41,0
20060924:1011,817.62,34.93,20.33,2.14,0
20060924:1111,824.63,36.62,21.79,2.07,0
20060924:1211,816.89,35.41,22.89,2.07,0
20060924:1311,755.52,31.5,23.57,2.07,0
20060924:1411,614.18,25.44,23.85,2,0
20060924:1511,418.8,17.89,23.72,2,0
20060924:1611,185.89,9.4,22.86,1.72,0
20060924:1711,0,0,21.23,2.07,0
20060924:1811,0,0,19.61,2.14,0
20060924:1911,0,0,18.44,2.21,0
20060924:2011,0,0,17.25,2.28,0
20060924:2111,0,0,16.28,2.28,0
20060924:2211,0,0,15.37,2.21,0
20060924:2311,0,0,14.54,2.14,0
20060925:0011,0,0,13.84,2.14,0
20060925:0111,0,0,13.41,2.21,0
20060925:0211,0,0,13.05,2.21,0
20060925:0311,0,0,12.72,2.21,0
20060925:0411,0,0,12.5,2.28,0
20060925:0511,0,0,12.48,2.34,0
20060925:0611,105.17,7.65,12.86,2.34,0
20060925:0711,313.54,16.23,14.51,2.07,0
20060925:0811,459.09,23.96,16.85,2.41,0
20060925:0911,716.41,30.28,18.85,2.48,0
20060925:1011,829.8,34.57,20.59,2.41,0
20060925:1111,837.21,36.23,21.95,2.41,0
20060925:1211,855.48,35.01,22.72,2.41,0
20060925:1311,686.02,31.1,23.19,2.21,0
20060925:1411,455.15,25.06,23.26,2.14,0
20060925:1511,215.45,17.51,22.94,2.07,0
20060925:1611,50.82,9.03,22.03,1.72,0
20060925:1711,0,0,20.74,1.72,0
20060925:1811,0,0,19.77,1.59,0
20060925:1911,0,0,19.34,2,0
20060925:2011,0,0,18.78,2,0
20060925:2111,0,0,18.32,1.93,0
20060925:2211,0,0,17.91,1.86,0
20060925:2311,0,0,17.53,1.86,0
20060926:0011,0,0,17.08,1.86,0
20060926:0111,0,0,16.45,1.93,0
20060926:0211,0,0,16.12,1.79,0
20060926:0311,0,0,15.75,1.59,0
20060926:0411,0,0,15.34,1.45,0
20060926:0511,0,0,15.2,1.45,0
20060926:0611,8.2,7.39,15.42,1.52,0
20060926:0711,131.11,15.96,16.2,1.45,0
20060926:0811,380.51,23.66,16.9,2.76,0
20060926:0911,375.61,29.95,17.66,2.69,0
20060926:1011,388.44,34.2,18.71,2.76,0
20060926:1111,409.6,35.84,19.55,3.24,0
20060926:1211,349.53,34.61,20.33,3.31,0
20060926:1311,156.78,30.71,20.42,3.24,0
20060926:1411,140.78,24.67,20.18,3.24,0
20060926:1511,161.26,17.13,19.75,2.69,0
20060926:1611,52.32,8.66,19.3,2.28,0
20060926:1711,0,0,18.59,2.07,0
20060926:1811,0,0,17.76,2.07,0
20060926:1911,0,0,17.04,2.14,0
20060926:2011,0,0,16.46,2.34,0
20060926:2111,0,0,16.11,2.34,0
20060926:2211,0,0,15.73,2.41,0
20060926:2311,0,0,15.49,2.48,0
20060927:0011,0,0,15.03,2.41,0
20060927:0111,0,0,14.69,2.28,0
20060927:0211,0,0,14.32,2.14,0
20060927:0311,0,0,14.11,2,0
20060927:0411,0,0,14.09,2,0
20060927:0511,0,0,14.06,1.86,0
20060927:0611,67.16,7.13,14.21,1.86,0
20060927:0711,145.12,15.68,14.09,2.62,0
20060927:0811,212.87,23.36,14.72,2.69,0
20060927:0911,204.35,29.62,15.9,2.62,0
20060927:1011,258.7,33.84,16.72,2.76,0
20060927:1111,504.56,35.46,17.55,2.76,0
20060927:1211,388.21,34.21,18.34,2.69,0
20060927:1311,629.98,30.31,18.76,2.41,0
20060927:1411,451.15,24.28,19.1,2.21,0
20060927:1511,209.93,16.76,18.99,1.93,0
20060927:1611,115.37,8.3,18.8,1.52,0
20060927:1711,0,0,17.94,1.17,0
20060927:1811,0,0,16.9,1.31,0
20060927:1911,0,0,15.55,1.45,0
20060927:2011,0,0,14.7,1.59,0
20060927:2111,0,0,14.05,1.66,0
20060927:2211,0,0,13.19,1.72,0
20060927:2311,0,0,12.72,1.79,0
20060928:0011,0,0,12.36,1.86,0
20060928:0111,0,0,12.36,1.93,0
20060928:0211,0,0,12.44,2,0
20060928:0311,0,0,12.34,2,0
20060928:0411,0,0,12.28,1.93,0
20060928:0511,0,0,12.18,1.93,0
20060928:0611,75.09,6.86,12.28,1.86,0
20060928:0711,200.87,15.4,13.95,1.86,0
20060928:0811,432.46,23.05,15.63,2.28,0
20060928:0911,590.48,29.29,17.16,2.55,0
20060928:1011,248.59,33.47,18.23,2.76,0
20060928:1111,239.66,35.07,19.06,2.83,0
20060928:1211,664.82,33.81,19.61,2.9,0
20060928:1311,328.15,29.92,20.34,3.52,0
20060928:1411,353.65,23.9,20.71,3.52,0
20060928:1511,124.67,16.38,20.74,2.97,0
20060928:1611,60.28,7.93,20.25,1.79,0
20060928:1711,0,0,19.35,1.59,0
20060928:1811,0,0,18.09,1.72,0
20060928:1911,0,0,17.16,1.72,0
20060928:2011,0,0,16.63,1.72,0
20060928:2111,0,0,16.1,1.79,0
20060928:2211,0,0,15.81,1.79,0
20060928:2311,0,0,15.64,1.79,0
20060929:0011,0,0,15.31,1.79,0
20060929:0111,0,0,14.81,1.79,0
20060929:0211,0,0,14.61,1.79,0
20060929:0311,0,0,14.15,1.79,0
20060929:0411,0,0,13.8,1.79,0
20060929:0511,0,0,13.65,1.86,0
20060929:0611,66.5,6.6,13.42,1.93,0
20060929:0711,219.57,15.12,14.21,1.66,0
20060929:0811,401.21,22.75,15.94,1.93,0
20060929:0911,287.46,28.95,17.91,2.14,0
20060929:1011,353.49,33.11,19.49,2.41,0
20060929:1111,471.75,34.68,20.73,2.76,0
20060929:1211,261.23,33.42,21.59,3.03,0
20060929:1311,298.42,29.52,22.15,3.31,0
20060929:1411,276.95,23.51,22.26,3.17,0
20060929:1511,149.98,16.01,21.99,2.34,0
20060929:1611,44.2,7.56,21.15,1.79,0
20060929:1711,0,0,19.96,2,0
20060929:1811,0,0,19.01,2.14,0
20060929:1911,0,0,18.3,2.21,0
20060929:2011,0,0,17.62,2.28,0
20060929:2111,0,0,17.03,2.34,0
20060929:2211,0,0,16.47,2.41,0
20060929:2311,0,0,16.07,2.41,0
20060930:0011,0,0,15.81,2.48,0
20060930:0111,0,0,15.62,2.28,0
20060930:0211,0,0,15.34,2.07,0
20060930:0311,0,0,15.03,2.14,0
20060930:0411,0,0,14.81,2.14,0
20060930:0511,0,0,14.71,2.21,0
20060930:0611,5.46,6.33,14.73,2.34,0
20060930:0711,74.82,14.84,15.72,1.93,0
20060930:0811,71.95,22.45,16.95,2.69,0
20060930:0911,394.32,28.62,17.3,3.52,0
20060930:1011,120.23,32.74,17.99,3.24,0
20060930:1111,396.51,34.29,19.05,2.9,0
20060930:1211,116.58,33.02,19.52,2.41,0
20060930:1311,281.94,29.13,19.73,2.69,0
20060930:1411,115,23.13,19.49,2.41,0
20060930:1511,322.83,15.64,19.43,1.66,0
20060930:1611,118.75,7.2,18.91,0.69,0
20060930:1711,0,0,17.69,0.83,0
20060930:1811,0,0,15.74,1.72,0
20060930:1911,0,0,14.65,1.59,0
20060930:2011,0,0,14.01,1.66,0
20060930:2111,0,0,13.53,1.79,0
20060930:2211,0,0,13.29,1.79,0
20060930:2311,0,0,13.18,1.86,0
20061001:0011,0,0,13.02,2,0
20061001:0111,0,0,13.01,1.93,0
20061001:0211,0,0,12.62,1.93,0
20061001:0311,0,0,12.2,1.93,0
20061001:0411,0,0,12,2,0
20061001:0511,0,0,11.85,1.93,0
20061001:0611,44.65,6.07,12.08,1.86,0
20061001:0711,116.63,14.56,13.34,1.66,0
20061001:0811,223.55,22.14,15.52,2.14,0
20061001:0911,36.43,28.28,17.29,3.17,0
20061001:1011,105.65,32.38,18.7,3.86,0
20061001:1111,646.43,33.9,19.4,3.59,0
20061001:1211,288.67,32.62,19.37,3.45,0
20061001:1311,515.63,28.73,19.92,3.59,0
20061001:1411,223.07,22.75,20.62,3.72,0
20061001:1511,242.15,15.26,20.31,3.17,0
20061001:1611,82.19,6.83,18.94,3.31,0
20061001:1711,0,0,17.73,3.17,0
20061001:1811,0,0,16.5,2.9,0
20061001:1911,0,0,16.31,3.17,0
20061001:2011,0,0,16.21,3.31,0
20061001:2111,0,0,15.76,3.45,0
20061001:2211,0,0,15.6,3.86,0
20061001:2311,0,0,14.98,3.79,0
20061002:0011,0,0,14.61,3.79,0
20061002:0111,0,0,14.58,3.79,0
20061002:0211,0,0,14.64,3.79,0
20061002:0311,0,0,14.59,3.93,0
20061002:0411,0,0,14.54,4.14,0
20061002:0511,0,0,14.26,4.21,0
20061002:0611,108.2,5.8,14.18,4.41,0
20061002:0711,217.92,14.27,13.86,5.24,0
20061002:0811,236.1,21.83,14.98,5.1,0
20061002:0911,619.73,27.95,15.8,4.97,0
20061002:1011,658.8,32.01,17.12,7.17,0
20061002:1111,234.15,33.51,17.73,6.76,0
20061002:1211,598.13,32.23,18.03,6.21,0
20061002:1311,455.77,28.34,18.61,6.34,0
20061002:1411,192.26,22.36,18.19,7.1,0
20061002:1511,188.55,14.89,16.52,4.9,0
20061002:1611,92.96,6.47,16.37,4.76,0
20061002:1711,0,0,16.06,4.83,0
20061002:1811,0,0,15.7,4.34,0
20061002:1911,0,0,14.86,4.14,0
20061002:2011,0,0,14.48,4.07,0
20061002:2111,0,0,14.39,4,0
20061002:2211,0,0,14.09,4.48,0
20061002:2311,0,0,14.23,4.21,0
20061003:0011,0,0,14.37,4.14,0
20061003:0111,0,0,14.33,4,0
20061003:0211,0,0,14.21,3.72,0
20061003:0311,0,0,13.81,3.38,0
20061003:0411,0,0,13.51,3.38,0
20061003:0511,0,0,13.74,3.59,0
20061003:0611,14.57,5.53,13.94,3.31,0
20061003:0711,233.44,13.99,13.86,3.31,0
20061003:0811,474.07,21.53,14.3,2.62,0
20061003:0911,467.61,27.61,14.89,3.79,0
20061003:1011,235.99,31.65,15.62,3.79,0
20061003:1111,281.47,33.13,16.5,3.45,0
20061003:1211,136.62,31.83,17.04,3.03,0
20061003:1311,116.58,27.95,17.03,2.55,0
20061003:1411,225.74,21.98,17.09,2.48,0
20061003:1511,131.75,14.52,16.25,2.48,0
20061003:1611,53.84,6.11,15.68,1.79,0
20061003:1711,0,0,14.55,1.86,0
20061003:1811,0,0,14.05,1.59,0
20061003:1911,0,0,13.59,1.72,0
20061003:2011,0,0,13.16,1.93,0
20061003:2111,0,0,12.71,2.14,0
20061003:2211,0,0,12.16,2.41,0
20061003:2311,0,0,11.75,2.62,0
20061004:0011,0,0,11.56,2.76,0
20061004:0111,0,0,11.4,2.97,0
20061004:0211,0,0,11.39,3.1,0
20061004:0311,0,0,11.48,3.24,0
20061004:0411,0,0,11.83,3.38,0
20061004:0511,0,0,12.07,3.45,0
20061004:0611,34.21,5.26,12.13,3.45,0
20061004:0711,188.64,13.71,12.28,3.45,0
20061004:0811,177.17,21.22,12.9,3.59,0
20061004:0911,296.59,27.27,13.63,3.52,0
20061004:1011,658.12,31.28,14.66,3.52,0
20061004:1111,43.72,32.74,15.73,3.59,0
20061004:1211,55.56,31.44,16.11,3.59,0
20061004:1311,662.21,27.56,16.3,3.45,0
20061004:1411,27.32,21.6,15.47,3.72,0
20061004:1511,67,14.16,13.8,2.97,0
20061004:1611,5.46,5.75,13.56,2,0
20061004:1711,0,0,12.81,1.93,0
20061004:1811,0,0,12.27,2,0
20061004:1911,0,0,12.06,2.41,0
20061004:2011,0,0,11.73,2.28,0
20061004:2111,0,0,11.22,2.21,0
20061004:2211,0,0,10.72,2.14,0
20061004:2311,0,0,10.25,2.21,0
20061005:0011,0,0,9.81,2.34,0
20061005:0111,0,0,9.65,2.34,0
20061005:0211,0,0,9.56,2.34,0
20061005:0311,0,0,9.44,2.34,0
20061005:0411,0,0,9.5,2.41,0
20061005:0511,0,0,9.21,2.41,0
20061005:0611,53.42,4.99,8.99,2.41,0
20061005:0711,337.57,13.42,9.65,2.21,0
20061005:0811,320.7,20.91,10.86,3.93,0
20061005:0911,122.96,26.94,12.06,3.93,0
20061005:1011,120.23,30.92,13.1,3.52,0
20061005:1111,739.01,32.36,13.65,3.38,0
20061005:1211,312.7,31.04,14.18,3.45,0
20061005:1311,161.61,27.17,14.48,3.45,0
20061005:1411,557.33,21.22,14.76,3.52,0
20061005:1511,279.28,13.79,14.75,3.66,0
20061005:1611,79.38,5.4,14.43,3.24,0
20061005:1711,0,0,13.8,3.38,0
20061005:1811,0,0,13.39,3.45,0
20061005:1911,0,0,13.46,3.66,0
20061005:2011,0,0,13.27,4,0
20061005:2111,0,0,13.02,4.48,0
20061005:2211,0,0,12.93,4.76,0
20061005:2311,0,0,12.84,5.1,0
20061006:0011,0,0,12.75,5.52,0
20061006:0111,0,0,12.77,5.86,0
20061006:0211,0,0,12.81,6,0
20061006:0311,0,0,12.97,6,0
20061006:0411,0,0,13.3,5.79,0
20061006:0511,0,0,13.64,5.52,0
20061006:0611,33.82,4.73,14.01,5.38,0
20061006:0711,101.41,13.14,14.43,5.1,0
20061006:0811,113.51,20.6,14.9,5.03,0
20061006:0911,190.95,26.6,15.42,4.9,0
20061006:1011,90.17,30.55,16.59,6.21,0
20061006:1111,81.97,31.97,17.32,7.1,0
20061006:1211,142.09,30.65,17.63,6.41,0
20061006:1311,126.6,26.78,17.35,5.52,0
20061006:1411,36.43,20.85,16.72,4.76,0
20061006:1511,46.45,13.42,16.55,4.55,0
20061006:1611,49.12,5.04,16.67,4.34,0
20061006:1711,0,0,16.41,4.21,0
20061006:1811,0,0,16.03,4.55,0
20061006:1911,0,0,14.89,5.03,0
20061006:2011,0,0,14.65,5.45,0
20061006:2111,0,0,14.66,5.59,0
20061006:2211,0,0,14.65,5.59,0
20061006:2311,0,0,14.63,5.38,0
20061007:0011,0,0,14.77,5.17,0
20061007:0111,0,0,14.63,5.03,0
20061007:0211,0,0,14.01,4.83,0
20061007:0311,0,0,13.63,5.03,0
20061007:0411,0,0,13.18,4.9,0
20061007:0511,0,0,13.11,4.97,0
20061007:0611,38.05,4.46,13.38,4.9,0
20061007:0711,170.75,12.85,13.58,5.1,0
20061007:0811,218.65,20.29,13.86,5.03,0
20061007:0911,695.9,26.26,13.73,6.69,0
20061007:1011,749.23,30.19,13.38,6,0
20061007:1111,66.49,31.59,14.34,6.28,0
20061007:1211,176.14,30.26,14.92,7.03,0
20061007:1311,289.47,26.4,14.9,6.34,0
20061007:1411,208.21,20.47,13.7,5.38,0
20061007:1511,279.49,13.06,13.77,5.1,0
20061007:1611,76.64,4.69,13.77,4.83,0
20061007:1711,0,0,13.13,4.34,0
20061007:1811,0,0,12.84,4.07,0
20061007:1911,0,0,12.71,4.34,0
20061007:2011,0,0,12.66,4.21,0
20061007:2111,0,0,12.33,3.86,0
20061007:2211,0,0,12.23,4.07,0
20061007:2311,0,0,12.22,4.28,0
20061008:0011,0,0,12.54,4.41,0
20061008:0111,0,0,12.53,4.34,0
20061008:0211,0,0,12.47,4.21,0
20061008:0311,0,0,12.27,4.07,0
20061008:0411,0,0,12.22,3.93,0
20061008:0511,0,0,12.09,3.79,0
20061008:0611,68.34,4.18,11.87,3.59,0
20061008:0711,321.12,12.56,11.62,3.66,0
20061008:0811,558.17,19.98,12.44,3.52,0
20061008:0911,432.46,25.93,13.17,3.72,0
20061008:1011,353.59,29.82,14.48,4.69,0
20061008:1111,112.03,31.21,15.41,4.62,0
20061008:1211,57.38,29.87,15.8,4,0
20061008:1311,130.61,26.01,16.02,3.38,0
20061008:1411,63.76,20.1,16.11,2.9,0
20061008:1511,69.83,12.7,16.02,2.55,0
20061008:1611,20.94,4.33,15.88,2.14,0
20061008:1711,0,0,14.92,1.72,0
20061008:1811,0,0,14.29,1.59,0
20061008:1911,0,0,13.54,1.66,0
20061008:2011,0,0,12.88,1.66,0
20061008:2111,0,0,12.02,1.72,0
20061008:2211,0,0,11.32,1.86,0
20061008:2311,0,0,10.71,2.07,0
20061009:0011,0,0,10.42,2.28,0
20061009:0111,0,0,10.19,2.34,0
20061009:0211,0,0,9.91,2.28,0
20061009:0311,0,0,9.62,2.28,0
20061009:0411,0,0,9.27,2.28,0
20061009:0511,0,0,8.98,2.34,0
20061009:0611,65.32,3.91,8.75,2.28,0
20061009:0711,331.2,12.28,9.56,2.41,0
20061009:0811,549.72,19.67,11.36,2.41,0
20061009:0911,706.98,25.59,13.28,2.69,0
20061009:1011,835.39,29.46,14.85,2.62,0
20061009:1111,882.88,30.82,16.07,2.48,0
20061009:1211,686.57,29.48,16.96,2.41,0
20061009:1311,358.34,25.63,17.52,2.34,0
20061009:1411,567.79,19.73,17.84,2.28,0
20061009:1511,336.56,12.34,17.78,1.93,0
20061009:1611,37.79,3.99,16.87,1.59,0
20061009:1711,0,0,15.48,1.86,0
20061009:1811,0,0,14.14,1.93,0
20061009:1911,0,0,13.28,1.79,0
20061009:2011,0,0,12.33,1.72,0
20061009:2111,0,0,11.87,1.72,0
20061009:2211,0,0,11.67,1.59,0
20061009:2311,0,0,11.76,1.52,0
20061010:0011,0,0,12.08,1.31,0
20061010:0111,0,0,12.54,1.1,0
20061010:0211,0,0,12.76,1.03,0
20061010:0311,0,0,13,0.83,0
20061010:0411,0,0,13.12,0.83,0
20061010:0511,0,0,13.24,0.69,0
20061010:0611,32.05,3.64,13.35,0.69,0
20061010:0711,108.73,11.99,13.44,0.21,0
20061010:0811,232.81,19.36,14.6,0.21,0
20061010:0911,246.29,25.25,15.72,0.48,0
20061010:1011,138.44,29.1,16.74,0.62,0
20061010:1111,179.93,30.44,17.78,0.62,0
20061010:1211,56.47,29.1,18.23,0.76,0
20061010:1311,119.32,25.25,18.46,1.24,0
20061010:1411,182.54,19.36,18.3,1.17,0
20061010:1511,238.71,11.99,17.89,1.45,0
20061010:1611,36.22,3.64,17.39,1.66,0
20061010:1711,0,0,16.75,1.72,0
20061010:1811,0,0,16.41,1.93,0
20061010:1911,0,0,15.87,2.14,0
20061010:2011,0,0,15.71,2.28,0
20061010:2111,0,0,15.61,2.34,0
20061010:2211,0,0,15.04,2.34,0
20061010:2311,0,0,14.53,2.21,0
20061011:0011,0,0,13.89,2.14,0
20061011:0111,0,0,13.21,2.28,0
20061011:0211,0,0,12.71,2.34,0
20061011:0311,0,0,12.2,2.41,0
20061011:0411,0,0,11.82,2.48,0
20061011:0511,0,0,11.54,2.55,0
20061011:0611,42.53,3.37,11.35,2.69,0
20061011:0711,223.08,11.7,12,2.69,0
20061011:0811,239.49,19.05,13.18,2.9,0
20061011:0911,718.41,24.92,14.67,3.24,0
20061011:1011,788.82,28.74,15.88,3.52,0
20061011:1111,874.71,30.06,16.98,3.93,0
20061011:1211,810.09,28.71,17.67,3.93,0
20061011:1311,732.06,24.87,18.07,4,0
20061011:1411,603.82,19,18.06,3.86,0
20061011:1511,209.1,11.63,17.67,3.31,0
20061011:1611,55.45,3.29,16.69,3.03,0
20061011:1711,0,0,15.42,3.1,0
20061011:1811,0,0,14.57,3.24,0
20061011:1911,0,0,13.87,3.1,0
20061011:2011,0,0,13.27,2.9,0
20061011:2111,0,0,12.71,2.76,0
20061011:2211,0,0,12.24,2.62,0
20061011:2311,0,0,11.87,2.48,0
20061012:0011,0,0,11.53,2.34,0
20061012:0111,0,0,11.23,2.21,0
20061012:0211,0,0,10.9,2,0
20061012:0311,0,0,10.62,1.93,0
20061012:0411,0,0,10.35,1.86,0
20061012:0511,0,0,10.12,1.72,0
20061012:0611,22.96,3.1,9.84,1.59,0
20061012:0711,121.61,11.42,10.49,1.52,0
20061012:0811,152.71,18.74,11.53,1.45,0
20061012:0911,240,24.58,13.15,1.31,0
20061012:1011,533.48,28.38,15,1.1,0
20061012:1111,692.08,29.69,16.42,0.76,0
20061012:1211,582.05,28.33,17.88,0.76,0
20061012:1311,734.07,24.5,18.9,1.24,0
20061012:1411,539.72,18.63,19.4,1.38,0
20061012:1511,179.47,11.28,19.14,0.76,0
20061012:1611,47.01,2.95,18.53,0.83,0
20061012:1711,0,0,17.6,0.69,0
20061012:1811,0,0,16.9,0.69,0
20061012:1911,0,0,16.09,0.97,0
20061012:2011,0,0,15.73,0.83,0
20061012:2111,0,0,15.63,0.62,0
20061012:2211,0,0,15.45,0.55,0
20061012:2311,0,0,15.31,0.76,0
20061013:0011,0,0,15.33,1.03,0
20061013:0111,0,0,15.22,1.1,0
20061013:0211,0,0,15.11,1.03,0
20061013:0311,0,0,14.96,1.03,0
20061013:0411,0,0,14.79,1.03,0
20061013:0511,0,0,14.6,1.17,0
20061013:0611,9.11,2.83,14.42,1.38,0
20061013:0711,88.5,11.13,14,1.66,0
20061013:0811,139.47,18.43,14.01,1.72,0
20061013:0911,111.12,24.24,14.64,2.34,0
20061013:1011,108.39,28.02,15.18,2.14,0
20061013:1111,88.35,29.31,15.84,2.14,0
20061013:1211,62.85,27.95,16.42,2.07,0
20061013:1311,102.01,24.12,16.67,2.07,0
20061013:1411,62.85,18.27,16.78,1.79,0
20061013:1511,53.89,10.93,16.64,1.38,0
20061013:1611,15.57,2.61,16.2,1.66,0
20061013:1711,0,0,15.79,1.86,0
20061013:1811,0,0,15.4,1.93,0
20061013:1911,0,0,14.65,2.07,0
20061013:2011,0,0,14.35,2.14,0
20061013:2111,0,0,14.32,2.28,0
20061013:2211,0,0,14.25,2.41,0
20061013:2311,0,0,14,2.48,0
20061014:0011,0,0,13.75,2.41,0
20061014:0111,0,0,13.64,2.34,0
20061014:0211,0,0,13.48,2.34,0
20061014:0311,0,0,13.4,2.41,0
20061014:0411,0,0,13.31,2.41,0
20061014:0511,0,0,13.19,2.55,0
20061014:0611,20.74,2.55,13.06,2.62,0
20061014:0711,148.77,10.84,12.79,2.55,0
20061014:0811,187.06,18.12,12.98,2.97,0
20061014:0911,200.13,23.91,13.39,3.45,0
20061014:1011,93.81,27.66,13.65,3.38,0
20061014:1111,76.51,28.94,14.11,3.31,0
20061014:1211,0,0,14.32,3.1,0
20061014:1311,77.42,23.75,14.67,2.97,0
20061014:1411,53.74,17.91,14.95,3.03,0
20061014:1511,42.81,10.59,14.94,2.69,0
20061014:1611,9.11,2.28,14.66,2.41,0
20061014:1711,0,0,14.38,2.48,0
20061014:1811,0,0,14.07,2.69,0
20061014:1911,0,0,12.93,2.76,0
20061014:2011,0,0,12.78,2.76,0
20061014:2111,0,0,12.59,2.69,0
20061014:2211,0,0,12.49,2.62,0
20061014:2311,0,0,12.26,2.41,0
20061015:0011,0,0,12.12,2.34,0
20061015:0111,0,0,11.92,2.48,0
20061015:0211,0,0,11.62,2.55,0
20061015:0311,0,0,11.58,2.62,0
20061015:0411,0,0,11.35,2.76,0
20061015:0511,0,0,10.99,2.97,0
20061015:0611,6.38,2.28,10.78,2.83,0
20061015:0711,49.1,10.55,10.47,2.97,0
20061015:0811,68.31,17.81,10.52,3.03,0
20061015:0911,62.85,23.57,10.75,3.1,0
20061015:1011,66.49,27.3,11.09,3.03,0
20061015:1111,62.85,28.57,11.55,3.03,0
20061015:1211,35.52,27.2,11.98,2.97,0
20061015:1311,60.11,23.38,12.4,2.9,0
20061015:1411,54.65,17.56,12.49,2.9,0
20061015:1511,44.63,10.24,12.22,2.83,0
20061015:1611,0,0,11.57,2.28,0
20061015:1711,0,0,10.56,2.34,0
20061015:1811,0,0,9.85,2.34,0
20061015:1911,0,0,9.14,2.62,0
20061015:2011,0,0,9.38,2.76,0
20061015:2111,0,0,9.26,2.76,0
20061015:2211,0,0,9.26,2.76,0
20061015:2311,0,0,9.38,2.69,0
20061016:0011,0,0,9.19,2.48,0
20061016:0111,0,0,9.02,2.41,0
20061016:0211,0,0,8.91,2.34,0
20061016:0311,0,0,8.71,2.34,0
20061016:0411,0,0,8.57,2.34,0
20061016:0511,0,0,8.26,2.41,0
20061016:0611,0,0,8.01,2.41,0
20061016:0711,105.74,10.26,8.32,2.76,0
20061016:0811,195.51,17.51,9.42,3.86,0
20061016:0911,508,23.24,10.64,3.45,0
20061016:1011,798.3,26.95,11.98,3.17,0
20061016:1111,849.65,28.2,13.16,3.03,0
20061016:1211,816,26.83,14.13,3.1,0
20061016:1311,711.06,23.02,14.83,3.17,0
20061016:1411,503.31,17.2,15.12,3.17,0
20061016:1511,212.49,9.91,14.85,2.76,0
20061016:1611,0,0,13.81,2.69,0
20061016:1711,0,0,12.63,2.9,0
20061016:1811,0,0,11.81,2.97,0
20061016:1911,0,0,11.36,3.1,0
20061016:2011,0,0,10.8,3.03,0
20061016:2111,0,0,10.18,2.69,0
20061016:2211,0,0,9.51,2.41,0
20061016:2311,0,0,8.91,2.34,0
20061017:0011,0,0,8.46,2.41,0
20061017:0111,0,0,8.14,2.48,0
20061017:0211,0,0,7.8,2.34,0
20061017:0311,0,0,7.47,2.34,0
20061017:0411,0,0,7.21,2.41,0
20061017:0511,0,0,6.99,2.48,0
20061017:0611,0,0,6.71,2.41,0
20061017:0711,261.28,9.98,7.07,2.41,0
20061017:0811,496.57,17.2,8.62,2.41,0
20061017:0911,674.09,22.91,10.5,2.97,0
20061017:1011,784.49,26.59,12.15,3.17,0
20061017:1111,821.54,27.83,13.57,3.03,0
20061017:1211,755.83,26.46,14.69,2.83,0
20061017:1311,678.14,22.66,15.36,2.83,0
20061017:1411,451.4,16.85,15.61,2.76,0
20061017:1511,127.5,9.57,15.05,2.28,0
20061017:1611,0,0,13.66,2.48,0
20061017:1711,0,0,12.22,2.62,0
20061017:1811,0,0,11.29,2.69,0
20061017:1911,0,0,10.46,2.76,0
20061017:2011,0,0,9.87,2.69,0
20061017:2111,0,0,9.33,2.48,0
20061017:2211,0,0,8.9,2.34,0
20061017:2311,0,0,8.48,2.21,0
20061018:0011,0,0,8.09,2.14,0
20061018:0111,0,0,7.78,2.07,0
20061018:0211,0,0,7.53,2.14,0
20061018:0311,0,0,7.49,2.14,0
20061018:0411,0,0,7.52,2.07,0
20061018:0511,0,0,7.6,2.14,0
