year,st_total_mwh,pv_total_mwh,pv_optimal_total_mwh,hp_total_mwh,dhw_total_mwh,sph_total_mwh,st_coverage_pct,pv_coverage_pct,hp_coverage_pct,orientation_ratio_pct,st_peak_mw,pv_peak_mw,avg_cop,capacity_mw,panel_area_m2
2015,2.3598686774409963,256.87878675541145,757.7692856341632,1338.1923257513631,1598.0459224462065,13548.687623867118,0.1476721441038835,1.8959680368074803,9.876914745558295,33.89934002675158,0.14667256291121655,0.17892396064487132,4.323256374997274,0.6735048944784866,3367.5244723924334
