metric,actual,optimal
st_total_mwh,2.3598686774409963,1382.7656664520682
pv_total_mwh,256.87878675541145,757.7692856341632
hp_total_mwh,1338.1923257513631,3820.6782149825167
st_coverage_pct,0.1476721441038835,86.52853131625915
pv_coverage_pct,1.8959680368074803,5.5929349518642
hp_coverage_pct,9.876914745558295,28.199618450513842
orientation_ratio_pct,33.89934002675158,100.0
