year,st_total_mwh,pv_total_mwh,pv_optimal_total_mwh,hp_total_mwh,dhw_total_mwh,sph_total_mwh,st_coverage_pct,pv_coverage_pct,hp_coverage_pct,orientation_ratio_pct,st_peak_mw,pv_peak_mw,avg_cop,capacity_mw,panel_area_m2
2016,1.9158544020864057,252.9455651879069,764.0168969506815,1313.713180049159,1598.0459224462065,13548.687623867118,0.11988731832898232,1.866937759656682,9.69623934450261,33.10732605488894,0.17346595574358561,0.18715275635570422,4.323256374997274,0.6735048944784866,3367.5244723924334
